# embryo config info: 
# lWidth 32
# lHeight 32
# lNbStates 2
# lNbChemicals 3
# lDiffuseChemicals 1
# lPathTargetPic name swissflagBW|
# lPath ./
# lbDifferentStatesInitialization 0
# oGuiOuput 0
# 1-th pic to read: swissflagBW
# nb steps max: 512
 # (50,100)-CMA-ES(mu_eff=27.2), Ver="3.02.01.beta", dimension=177, randomSeed=-894530180 (Mon Jul 19 15:06:27 2010)
# Population size: 100
# generation	best fitness 
 best gen: 0 | best fit: 0.156892 | best index: 99
592	0.0847511
593	0.0847511
594	0.0847511
595	0.0847511
596	0.0847511
597	0.0847511
598	0.0847511
599	0.0847511
600	0.0847511
601	0.0847511
602	0.0847511
603	0.0847511
604	0.0847511
605	0.0847511
606	0.0847511
607	0.0847511
608	0.0847511
609	0.0847511
610	0.08705
611	0.0847511
612	0.0847511
613	0.0847511
614	0.0847511
615	0.0847511
616	0.0847511
617	0.0847511
618	0.0847511
619	0.0847511
620	0.0847511
621	0.0847511
622	0.0847511
623	0.08705
624	0.0847511
625	0.0847511
626	0.0847511
627	0.0847511
628	0.08705
629	0.0847511
630	0.0847511
631	0.0847511
632	0.08705
633	0.0847511
634	0.0847511
635	0.0847511
636	0.0847511
637	0.0847511
638	0.08705
639	0.0847511
640	0.0847511
641	0.0847511
642	0.0847511
643	0.0847511
644	0.0847511
645	0.0847511
646	0.0847511
647	0.08705
648	0.0847511
649	0.08705
650	0.0847511
651	0.0847511
652	0.0847511
653	0.0847511
654	0.0847511
655	0.0847511
656	0.0847511
657	0.0847511
658	0.0847511
659	0.0847511
660	0.0847511
661	0.0847511
662	0.0847511
663	0.0847511
664	0.0847511
665	0.0847511
666	0.0847511
667	0.0847511
668	0.0847511
669	0.0847511
670	0.0847511
671	0.0847511
672	0.0847511
673	0.0847511
674	0.0847511
675	0.0847511
676	0.0847511
677	0.0847511
678	0.0847511
679	0.0847511
680	0.0847511
681	0.0847511
682	0.0847511
683	0.0847511
684	0.08705
685	0.0847511
686	0.0847511
687	0.0847511
688	0.0847511
689	0.0847511
690	0.0847511
691	0.0847511
692	0.0847511
693	0.0847511
694	0.0847511
695	0.0847511
696	0.0847511
697	0.0847511
698	0.0847511
699	0.0847511
700	0.0847511
701	0.0847511
702	0.0847511
703	0.0847511
704	0.0847511
705	0.0847511
706	0.0847511
707	0.0847511
708	0.0847511
709	0.0847511
710	0.0847511
711	0.0847511
712	0.0847511
713	0.0847511
714	0.0847511
715	0.0847511
716	0.0847511
717	0.0847511
718	0.0847511
719	0.0847511
720	0.0847511
721	0.0847511
722	0.0847511
723	0.0847511
724	0.0847511
725	0.0847511
726	0.0847511
727	0.0847511
728	0.0847511
729	0.0847511
730	0.0847511
731	0.0847511
732	0.0847511
 best gen: 732 | best fit: 0.0824523 | best index: 77
733	0.0824523
734	0.0847511
735	0.0847511
736	0.0847511
737	0.0847511
738	0.0847511
739	0.0847511
740	0.0847511
741	0.0847511
742	0.0847511
743	0.0847511
744	0.0847511
745	0.0847511
746	0.0847511
747	0.0847511
748	0.0847511
749	0.0847511
750	0.0847511
751	0.0847511
752	0.0847511
753	0.0847511
754	0.0847511
755	0.0847511
756	0.0847511
757	0.0847511
758	0.0847511
759	0.0847511
760	0.0847511
761	0.0847511
762	0.0847511
763	0.0847511
764	0.0847511
765	0.0847511
766	0.0847511
767	0.0847511
768	0.0847511
769	0.0847511
770	0.0847511
771	0.0847511
772	0.0847511
773	0.0847511
774	0.0847511
775	0.0847511
776	0.0847511
777	0.0847511
778	0.0847511
779	0.0847511
780	0.0847511
781	0.0847511
782	0.0847511
783	0.0847511
784	0.0847511
785	0.0847511
786	0.0847511
787	0.0847511
788	0.0847511
789	0.0847511
790	0.0847511
791	0.0847511
792	0.0847511
793	0.0847511
794	0.0847511
795	0.0847511
796	0.0847511
797	0.0847511
====0.0824142
%% color optimization 
1	0.191459
2	0.167136
3	0.166792
4	0.162074
5	0.162593
6	0.161752
7	0.161293
8	0.160809
9	0.160268
10	0.158414
11	0.159528
12	0.158217
13	0.157029
14	0.156575
15	0.154903
16	0.152437
17	0.150854
18	0.14872
19	0.144384
20	0.147809
21	0.141475
22	0.142154
23	0.141419
24	0.138389
25	0.140009
26	0.134837
27	0.136878
28	0.138768
29	0.133885
30	0.137587
31	0.133421
32	0.138272
33	0.134124
34	0.135546
35	0.130885
36	0.134019
37	0.133786
38	0.13593
39	0.135758
40	0.138726
41	0.127553
42	0.129585
43	0.128233
44	0.128412
45	0.127361
46	0.125989
47	0.129835
48	0.128417
49	0.127348
50	0.129101
51	0.128087
52	0.129989
53	0.134465
54	0.12492
55	0.125318
56	0.125722
57	0.129057
58	0.127553
59	0.125689
60	0.125509
61	0.124844
62	0.124231
63	0.126226
64	0.127282
65	0.127501
66	0.125976
67	0.130793
68	0.126984
69	0.123108
70	0.124003
71	0.128013
72	0.125207
73	0.124365
74	0.125081
75	0.125767
76	0.123385
77	0.124994
78	0.125677
79	0.123786
80	0.124415
81	0.124418
82	0.123164
83	0.124703
84	0.124039
85	0.124307
86	0.123282
87	0.124012
88	0.124707
89	0.125196
90	0.122003
91	0.122995
92	0.12428
93	0.123919
94	0.122965
95	0.123586
96	0.123446
97	0.122781
98	0.123562
99	0.121651
100	0.117209
101	0.124027
102	0.123716
103	0.123518
104	0.123066
105	0.123932
106	0.121465
107	0.123799
108	0.120097
109	0.122604
110	0.124253
111	0.124163
112	0.122679
113	0.123838
114	0.12265
115	0.121725
116	0.124939
117	0.124716
118	0.123739
119	0.122764
120	0.123439
121	0.12284
122	0.123187
123	0.12347
124	0.122878
125	0.121913
126	0.123037
127	0.123459
128	0.122361
129	0.122765
130	0.122222
131	0.117145
132	0.12243
133	0.117863
134	0.115348
135	0.119394
136	0.123072
137	0.117174
138	0.120164
139	0.119733
140	0.122204
141	0.120721
142	0.121588
143	0.121093
144	0.120646
145	0.119104
146	0.120703
147	0.122948
148	0.122498
149	0.12197
150	0.119351
151	0.119571
152	0.12158
153	0.120449
154	0.119112
155	0.117252
156	0.120503
157	0.118064
158	0.119146
159	0.117733
160	0.120476
161	0.120118
162	0.121167
163	0.119329
164	0.113725
165	0.116039
166	0.121852
167	0.121208
168	0.11983
169	0.118438
170	0.119836
171	0.118909
172	0.122732
173	0.119379
174	0.120818
175	0.12046
176	0.12002
177	0.12301
178	0.122352
179	0.120846
180	0.120822
181	0.119523
182	0.116679
183	0.117719
184	0.118339
185	0.116388
186	0.117772
187	0.117014
188	0.119521
189	0.117011
190	0.118769
191	0.113167
192	0.118032
193	0.118716
194	0.119495
195	0.114524
196	0.121188
197	0.117229
198	0.117738
199	0.118868
200	0.117372
201	0.118428
202	0.119171
203	0.120461
204	0.121621
205	0.117993
206	0.120107
207	0.121144
208	0.118648
209	0.120003
210	0.119776
211	0.121761
212	0.118516
213	0.119408
214	0.115346
215	0.120287
216	0.121185
217	0.120885
218	0.117937
219	0.113331
220	0.119305
221	0.119374
222	0.116797
223	0.116886
224	0.117431
225	0.122231
226	0.117557
227	0.121218
228	0.118151
229	0.1202
230	0.117543
231	0.112511
232	0.116414
233	0.110482
234	0.118695
235	0.11913
236	0.120903
237	0.118826
238	0.118945
239	0.115776
240	0.118111
241	0.121969
242	0.118048
243	0.122235
244	0.119073
245	0.117741
246	0.119417
247	0.121689
248	0.117741
249	0.119442
250	0.122354
251	0.117428
252	0.122145
253	0.120464
254	0.117064
255	0.120104
256	0.120732
257	0.118509
258	0.117363
259	0.11425
260	0.116105
261	0.113532
262	0.117888
263	0.11277
264	0.115896
265	0.117756
266	0.116143
267	0.11557
268	0.116406
269	0.114764
270	0.116745
271	0.118104
272	0.115915
273	0.113228
274	0.115428
275	0.116506
276	0.116517
277	0.11255
278	0.116303
279	0.117091
280	0.116403
281	0.113434
282	0.115773
283	0.117303
284	0.115483
285	0.116316
286	0.116818
287	0.11484
288	0.115213
289	0.116397
290	0.117016
291	0.116638
292	0.116736
293	0.118215
294	0.115076
295	0.118432
296	0.116638
297	0.117179
298	0.117274
299	0.115716
300	0.116963
301	0.117036
302	0.116986
303	0.116793
304	0.116929
305	0.116903
306	0.11688
307	0.117073
308	0.116663
309	0.116915
310	0.116426
311	0.116873
312	0.116903
313	0.116902
314	0.116932
315	0.117246
316	0.116814
317	0.117044
318	0.113954
319	0.116899
320	0.115558
321	0.115041
322	0.116837
323	0.116231
324	0.116849
325	0.116793
326	0.116927
327	0.117216
328	0.117057
329	0.116816
330	0.117373
331	0.116453
332	0.114725
333	0.116996
334	0.113837
335	0.116155
336	0.117001
337	0.116793
338	0.116852
339	0.116403
340	0.116423
341	0.116782
342	0.11633
343	0.116153
344	0.116878
345	0.114279
346	0.116722
347	0.115516
348	0.117115
349	0.115833
350	0.116582
351	0.11571
352	0.116364
353	0.115966
354	0.115488
355	0.116852
356	0.116902
357	0.114253
358	0.116165
359	0.116851
360	0.115235
361	0.115444
362	0.116735
363	0.114716
364	0.116477
365	0.116623
366	0.114032
367	0.116845
368	0.113971
369	0.115544
370	0.114419
371	0.116717
372	0.115922
373	0.116269
374	0.115394
375	0.115947
376	0.116034
377	0.116346
378	0.116643
379	0.11546
380	0.11451
381	0.114713
382	0.112509
383	0.115115
384	0.115487
385	0.115464
386	0.114969
387	0.114582
388	0.114928
389	0.114127
390	0.112187
391	0.114274
392	0.115556
393	0.11482
394	0.114909
395	0.114859
396	0.115145
397	0.114338
398	0.114865
399	0.114907
400	0.114383
401	0.114615
402	0.114902
403	0.114481
404	0.114874
405	0.114692
406	0.115133
407	0.114135
408	0.114452
409	0.114402
410	0.11617
411	0.115665
412	0.115675
413	0.11529
414	0.11384
415	0.11569
416	0.115722
417	0.11513
418	0.114698
419	0.115004
420	0.114533
421	0.114163
422	0.116211
423	0.114597
424	0.113924
425	0.115093
426	0.114924
427	0.114892
428	0.114346
429	0.114996
430	0.114649
431	0.114317
432	0.114336
433	0.114377
434	0.114455
435	0.113963
436	0.114955
437	0.114582
438	0.113836
439	0.114285
440	0.113864
441	0.113908
442	0.114572
443	0.114175
444	0.113998
445	0.115137
446	0.114571
447	0.114248
448	0.114719
449	0.114781
450	0.114095
451	0.114244
452	0.114054
453	0.114278
454	0.114185
455	0.114333
456	0.114053
457	0.114223
458	0.11446
459	0.114087
460	0.113832
461	0.114112
462	0.114372
463	0.113954
464	0.114253
465	0.113746
466	0.114206
467	0.114342
468	0.114031
469	0.113648
470	0.113853
471	0.112296
472	0.113025
473	0.114295
474	0.113368
475	0.113876
476	0.11395
477	0.113991
478	0.113606
479	0.113237
480	0.113721
481	0.113832
482	0.1135
483	0.113712
484	0.114357
485	0.114107
486	0.113863
487	0.113739
488	0.114146
489	0.114102
490	0.113874
491	0.114254
492	0.113634
493	0.114217
494	0.114497
495	0.114777
496	0.114383
497	0.114713
498	0.11448
499	0.114523
500	0.114546
501	0.11478
502	0.114285
503	0.113906
504	0.114228
505	0.114082
506	0.114265
507	0.114645
508	0.114279
509	0.113989
510	0.113802
511	0.114239
512	0.113809
513	0.115196
514	0.113662
515	0.114255
516	0.113686
517	0.114065
518	0.113762
519	0.113463
520	0.113759
521	0.113329
522	0.11357
523	0.113853
524	0.113906
525	0.113993
526	0.113728
527	0.114117
528	0.11349
529	0.11454
530	0.113409
531	0.113824
532	0.114054
533	0.113835
534	0.113383
535	0.113793
536	0.113843
537	0.113404
538	0.114294
539	0.114186
540	0.114113
541	0.113502
542	0.11358
543	0.113449
544	0.113382
545	0.114374
546	0.113796
547	0.113372
548	0.113722
549	0.115049
550	0.11342
551	0.11313
552	0.113525
553	0.114511
554	0.113943
555	0.1131
556	0.114802
557	0.113586
558	0.113177
559	0.114559
560	0.113311
561	0.113369
562	0.113166
563	0.113096
564	0.112888
565	0.113732
566	0.112879
567	0.114125
568	0.113132
569	0.113289
570	0.114099
571	0.113921
572	0.113119
573	0.114382
574	0.113606
575	0.113633
576	0.113581
577	0.114139
578	0.113296
579	0.113055
580	0.114345
581	0.113512
582	0.113611
583	0.112925
584	0.114057
585	0.113708
586	0.113461
587	0.113695
588	0.113517
589	0.113578
590	0.113202
591	0.113535
592	0.113541
593	0.113626
594	0.11418
595	0.114048
596	0.113559
597	0.113655
598	0.113631
599	0.113319
600	0.113582
601	0.113356
602	0.113136
603	0.113551
604	0.113183
605	0.113498
606	0.113867
607	0.113106
608	0.113843
609	0.113481
610	0.113004
611	0.113333
612	0.113517
613	0.113334
614	0.113611
615	0.11319
616	0.113201
617	0.113065
618	0.112983
619	0.113177
620	0.113167
621	0.113387
622	0.112971
623	0.113067
624	0.113269
625	0.113123
626	0.113358
627	0.11339
628	0.113134
629	0.113023
630	0.112961
631	0.113117
632	0.113102
633	0.113215
634	0.113002
635	0.113244
636	0.113017
637	0.11294
638	0.113565
639	0.113279
640	0.113254
641	0.113021
642	0.113006
643	0.113151
644	0.113119
645	0.112818
646	0.112857
647	0.113083
648	0.113135
649	0.113193
650	0.113067
651	0.113023
652	0.11199
653	0.11329
654	0.113142
655	0.113137
656	0.113194
657	0.112894
658	0.112822
659	0.113039
660	0.111778
661	0.112644
662	0.110115
663	0.108959
664	0.112679
665	0.112888
666	0.112716
667	0.112816
668	0.111983
669	0.111951
670	0.110733
671	0.112721
672	0.112736
673	0.106987
674	0.110896
675	0.108662
676	0.103469
677	0.109567
678	0.105969
679	0.108645
680	0.111321
681	0.111196
682	0.108743
683	0.10995
684	0.10391
685	0.10432
686	0.101259
687	0.107815
688	0.101022
689	0.104037
690	0.105713
691	0.101227
692	0.108404
693	0.105649
694	0.0985072
695	0.100874
696	0.101612
697	0.0976386
698	0.108736
699	0.108424
700	0.101156
701	0.104317
702	0.107586
703	0.109223
704	0.103966
705	0.105441
706	0.101807
707	0.109867
708	0.106653
709	0.0997925
710	0.111695
711	0.108331
712	0.104521
713	0.104474
714	0.103258
715	0.109329
716	0.107907
717	0.106318
718	0.100922
719	0.101121
720	0.103166
721	0.0980689
722	0.105454
723	0.103676
724	0.104864
725	0.10807
726	0.106947
727	0.106952
728	0.105417
729	0.107074
730	0.102544
731	0.100277
732	0.106544
733	0.106192
734	0.107759
735	0.102176
736	0.102916
737	0.100338
738	0.100639
739	0.0956373
740	0.0982317
741	0.104243
742	0.102378
743	0.105247
744	0.102123
745	0.101945
746	0.104898
747	0.10416
748	0.0979873
749	0.106764
750	0.104105
751	0.101788
752	0.104061
753	0.107302
754	0.102404
755	0.104278
756	0.103527
757	0.106827
758	0.101806
759	0.105893
760	0.104202
761	0.100907
762	0.104571
763	0.103083
764	0.102027
765	0.10758
766	0.100435
767	0.0984506
768	0.105705
769	0.101748
770	0.104067
771	0.098737
772	0.0996327
773	0.108606
774	0.0989314
775	0.0985342
776	0.0993424
777	0.104326
778	0.103383
779	0.100584
780	0.0989354
781	0.101334
782	0.0974273
783	0.0975054
784	0.10256
785	0.0975362
786	0.0953103
787	0.101186
788	0.0960798
789	0.0954765
790	0.100764
791	0.101504
792	0.0998131
793	0.100169
794	0.0996515
795	0.0986421
796	0.100013
797	0.101149
798	0.10023
799	0.0993685
800	0.0983707
801	0.0963285
802	0.0999673
803	0.0948259
804	0.100494
805	0.093357
806	0.101713
807	0.0972719
808	0.103036
809	0.100705
810	0.0948114
811	0.0978267
812	0.0962063
813	0.0942767
814	0.0926621
815	0.098169
816	0.0985549
817	0.0974616
818	0.0958434
819	0.0971715
820	0.0936519
821	0.0973409
822	0.0943009
823	0.0977205
824	0.100699
825	0.0977323
826	0.095205
827	0.0941311
828	0.097465
829	0.0966536
830	0.0973905
831	0.0961314
832	0.100254
833	0.0973033
834	0.0980146
835	0.0991312
836	0.0953157
837	0.0975506
838	0.0961646
839	0.0974398
840	0.0980482
841	0.096978
842	0.0955725
843	0.0963706
844	0.0974918
845	0.0979241
846	0.0948827
847	0.0980048
848	0.0960992
849	0.094929
850	0.0939413
851	0.095236
852	0.0971452
853	0.0964443
854	0.0928353
855	0.0950222
856	0.0947627
857	0.0949169
858	0.0965382
859	0.0926472
860	0.0949754
861	0.0921947
862	0.093732
863	0.0956018
864	0.0960572
865	0.0957914
866	0.0937639
867	0.0961006
868	0.0941642
869	0.0955153
870	0.0970893
871	0.0957876
872	0.0931412
873	0.0947999
874	0.0955406
875	0.0953977
876	0.0951325
877	0.0942556
878	0.0951064
879	0.0956949
880	0.0960117
881	0.0958677
882	0.0949337
883	0.0932324
884	0.0930127
885	0.0945982
886	0.0952338
887	0.094056
888	0.093357
889	0.0939091
890	0.0937007
891	0.0946501
892	0.0917259
893	0.0921592
894	0.0907867
895	0.0947291
896	0.093653
897	0.092585
898	0.094614
899	0.0919471
900	0.0938404
901	0.0936044
902	0.0948037
903	0.0908809
904	0.0918738
905	0.0920884
906	0.0943977
907	0.0928356
908	0.0920859
909	0.0930518
910	0.0923178
911	0.0905816
912	0.0917459
913	0.092043
914	0.0933613
915	0.0933946
916	0.0933762
917	0.0925949
918	0.0930713
919	0.091942
920	0.0935057
921	0.0899315
922	0.0921862
923	0.0926431
924	0.0924174
925	0.0907053
926	0.0919086
927	0.0914048
928	0.0940716
929	0.0919136
930	0.0903087
931	0.0926765
932	0.0908207
933	0.0926016
934	0.092153
935	0.0920936
936	0.0910499
937	0.0917562
938	0.0901006
939	0.0914876
940	0.090975
941	0.0919539
942	0.0911546
943	0.0894551
944	0.0900693
945	0.0903667
946	0.0913194
947	0.0928263
948	0.0909015
949	0.0911952
950	0.0924574
951	0.0911713
952	0.092121
953	0.0909397
954	0.0914993
955	0.0909323
956	0.0905712
957	0.0930839
958	0.0913175
959	0.0939335
960	0.092163
961	0.0901507
962	0.092532
963	0.090598
964	0.0906644
965	0.0920602
